,year,month,day,hour,hour_temp,hour_wind,hour_prec
2760,2020,3,18,14,42.0,8.0,0.16
2763,2020,3,18,15,42.0,10.0,0.09
2764,2020,3,18,16,42.0,9.0,0.0
2765,2020,3,18,17,42.0,9.0,0.0
2767,2020,3,18,18,41.0,9.0,0.0
2769,2020,3,18,19,41.0,8.0,0.0
2772,2020,3,18,20,40.0,10.0,0.0
2775,2020,3,18,21,40.0,8.0,0.0
2776,2020,3,18,22,40.0,3.0,0.0
2777,2020,3,18,23,40.0,8.0,0.0
2779,2020,3,19,0,41.0,6.0,0.0
2781,2020,3,19,1,40.0,3.0,0.0
2784,2020,3,19,2,41.0,7.0,0.0
2789,2020,3,19,3,41.0,8.0,0.0
2792,2020,3,19,4,42.0,7.0,0.0
2795,2020,3,19,5,42.0,9.0,0.0
2798,2020,3,19,6,42.0,11.0,0.0
2801,2020,3,19,7,42.0,11.0,0.0
2805,2020,3,19,8,43.0,10.0,0.0
2808,2020,3,19,9,45.0,8.0,0.0
2809,2020,3,19,10,47.0,11.0,0.0
2810,2020,3,19,11,48.0,15.0,0.0
2813,2020,3,19,12,49.0,9.0,0.08
2814,2020,3,19,13,51.0,11.0,0.03
2818,2020,3,19,14,52.0,11.0,0.11
2823,2020,3,19,15,53.0,9.0,0.01
2828,2020,3,19,16,57.0,8.0,0.01
2830,2020,3,19,17,61.0,14.0,0.0
2831,2020,3,19,18,62.0,11.0,0.0
2833,2020,3,19,19,62.0,14.0,0.01
2835,2020,3,19,20,63.0,15.0,0.01
2837,2020,3,19,21,62.0,13.0,0.0
2838,2020,3,19,22,61.0,14.0,0.0
2839,2020,3,19,23,60.0,17.0,0.0
2841,2020,3,20,0,60.0,17.0,0.0
2843,2020,3,20,1,60.0,18.0,0.0
2846,2020,3,20,2,50.0,11.0,0.01
2850,2020,3,20,3,47.0,5.0,0.0
2851,2020,3,20,4,42.0,17.0,0.0
2856,2020,3,20,5,40.0,18.0,0.0
2860,2020,3,20,6,38.0,11.0,0.0
2862,2020,3,20,7,35.0,15.0,0.0
2863,2020,3,20,8,35.0,15.0,0.0
2865,2020,3,20,9,34.0,16.0,0.0
2866,2020,3,20,10,33.0,15.0,0.0
2867,2020,3,20,11,32.0,11.0,0.0
2869,2020,3,20,12,31.0,16.0,0.0
2870,2020,3,20,13,28.0,16.0,0.0
2872,2020,3,20,14,28.0,18.0,0.0
2874,2020,3,20,15,26.0,17.0,0.0
2875,2020,3,20,16,25.0,13.0,0.0
2876,2020,3,20,17,23.0,18.0,0.0
2877,2020,3,20,18,21.0,15.0,0.0
2878,2020,3,20,19,21.0,15.0,0.0
2879,2020,3,20,20,20.0,10.0,0.0
2881,2020,3,20,21,21.0,14.0,0.0
2882,2020,3,20,22,22.0,14.0,0.0
2883,2020,3,20,23,20.0,17.0,0.0
2885,2020,3,21,0,19.0,16.0,0.0
2886,2020,3,21,1,17.0,16.0,0.0
2888,2020,3,21,2,17.0,14.0,0.0
2892,2020,3,21,3,19.0,14.0,0.0
2893,2020,3,21,4,18.0,14.0,0.0
2894,2020,3,21,5,19.0,16.0,0.0
2895,2020,3,21,6,18.0,15.0,0.0
2896,2020,3,21,7,17.0,16.0,0.0
2899,2020,3,21,8,17.0,11.0,0.0
2901,2020,3,21,9,18.0,7.0,0.0
2902,2020,3,21,10,18.0,9.0,0.0
2904,2020,3,21,11,17.0,8.0,0.0
2906,2020,3,21,12,18.0,7.0,0.0
2908,2020,3,21,13,18.0,6.0,0.0
2909,2020,3,21,14,17.0,10.0,0.0
2911,2020,3,21,15,18.0,6.0,0.0
2912,2020,3,21,16,16.0,9.0,0.0
2913,2020,3,21,17,15.0,8.0,0.0
2914,2020,3,21,18,17.0,7.0,0.0
2915,2020,3,21,19,17.0,5.0,0.0
2916,2020,3,21,20,17.0,6.0,0.0
2918,2020,3,21,21,18.0,6.0,0.0
2919,2020,3,21,22,19.0,8.0,0.0
2920,2020,3,21,23,22.0,6.0,0.0
2924,2020,3,22,0,22.0,3.0,0.0
2925,2020,3,22,1,22.0,6.0,0.0
2926,2020,3,22,2,21.0,7.0,0.0
2928,2020,3,22,3,21.0,6.0,0.0
2929,2020,3,22,4,22.0,3.0,0.0
2930,2020,3,22,5,22.0,8.0,0.0
2933,2020,3,22,6,21.0,11.0,0.0
2934,2020,3,22,7,22.0,9.0,0.0
2935,2020,3,22,8,21.0,13.0,0.0
2937,2020,3,22,9,21.0,13.0,0.0
2938,2020,3,22,10,19.0,14.0,0.0
2939,2020,3,22,11,21.0,11.0,0.0
2940,2020,3,22,12,22.0,9.0,0.0
2941,2020,3,22,13,22.0,9.0,0.0
2947,2020,3,22,14,31.0,10.0,0.01
2954,2020,3,22,15,31.0,7.0,0.01
2962,2020,3,22,16,31.0,7.0,0.02
2967,2020,3,22,17,32.0,5.0,0.01
2972,2020,3,22,18,32.0,6.0,0.01
2975,2020,3,22,19,32.0,8.0,0.01
2978,2020,3,22,20,33.0,6.0,0.03
2980,2020,3,22,21,33.0,0.0,0.01
2983,2020,3,22,22,33.0,0.0,0.01
2986,2020,3,22,23,33.0,3.0,0.01
2991,2020,3,23,0,33.0,0.0,0.02
2993,2020,3,23,1,33.0,3.0,0.04
2997,2020,3,23,2,33.0,3.0,0.01
3001,2020,3,23,3,33.0,3.0,0.0
3002,2020,3,23,4,33.0,3.0,0.0
3005,2020,3,23,5,33.0,6.0,0.0
3007,2020,3,23,6,34.0,7.0,0.0
3008,2020,3,23,7,33.0,5.0,0.0
3009,2020,3,23,8,32.0,7.0,0.0
3012,2020,3,23,9,31.0,8.0,0.0
3013,2020,3,23,10,32.0,6.0,0.0
3014,2020,3,23,11,32.0,5.0,0.0
3015,2020,3,23,12,32.0,0.0,0.0
3016,2020,3,23,13,33.0,3.0,0.0
3018,2020,3,23,14,33.0,5.0,0.0
3021,2020,3,23,15,33.0,6.0,0.0
3023,2020,3,23,16,33.0,3.0,0.0
3025,2020,3,23,17,33.0,0.0,0.0
3026,2020,3,23,18,34.0,10.0,0.0
3028,2020,3,23,19,33.0,6.0,0.0
3029,2020,3,23,20,33.0,3.0,0.0
3031,2020,3,23,21,32.0,3.0,0.0
3032,2020,3,23,22,33.0,0.0,0.0
3034,2020,3,23,23,33.0,0.0,0.0
3038,2020,3,24,0,33.0,0.0,0.0
3042,2020,3,24,1,33.0,0.0,0.0
3046,2020,3,24,2,31.0,0.0,0.0
3048,2020,3,24,3,32.0,0.0,0.0
3049,2020,3,24,4,32.0,6.0,0.0
3052,2020,3,24,5,32.0,0.0,0.0
3055,2020,3,24,6,33.0,3.0,0.0
3056,2020,3,24,7,33.0,7.0,0.0
3058,2020,3,24,8,34.0,13.0,0.0
3060,2020,3,24,9,35.0,13.0,0.0
3061,2020,3,24,10,33.0,10.0,0.0
3062,2020,3,24,11,34.0,6.0,0.0
3063,2020,3,24,12,34.0,5.0,0.0
3064,2020,3,24,13,33.0,7.0,0.0
3065,2020,3,24,14,34.0,8.0,0.0
3067,2020,3,24,15,33.0,10.0,0.0
3068,2020,3,24,16,34.0,10.0,0.0
3069,2020,3,24,17,35.0,10.0,0.0
3070,2020,3,24,18,35.0,10.0,0.0
3071,2020,3,24,19,34.0,8.0,0.0
3074,2020,3,24,20,35.0,7.0,0.0
3076,2020,3,24,21,34.0,5.0,0.0
3077,2020,3,24,22,34.0,3.0,0.0
3078,2020,3,24,23,33.0,5.0,0.0
3080,2020,3,25,0,33.0,0.0,0.0
3081,2020,3,25,1,32.0,0.0,0.0
3082,2020,3,25,2,33.0,0.0,0.0
3084,2020,3,25,3,32.0,0.0,0.0
3085,2020,3,25,4,33.0,0.0,0.0
3086,2020,3,25,5,32.0,0.0,0.0
3087,2020,3,25,6,35.0,3.0,0.0
3088,2020,3,25,7,37.0,5.0,0.0
3089,2020,3,25,8,38.0,6.0,0.0
3091,2020,3,25,9,40.0,5.0,0.0
3092,2020,3,25,10,40.0,13.0,0.0
3093,2020,3,25,11,41.0,11.0,0.0
3094,2020,3,25,12,41.0,10.0,0.0
3095,2020,3,25,13,41.0,9.0,0.0
3096,2020,3,25,14,41.0,13.0,0.0
3098,2020,3,25,15,43.0,13.0,0.0
3099,2020,3,25,16,44.0,11.0,0.0
3100,2020,3,25,17,45.0,10.0,0.0
3101,2020,3,25,18,47.0,10.0,0.0
3102,2020,3,25,19,47.0,10.0,0.0
3103,2020,3,25,20,46.0,13.0,0.0
3105,2020,3,25,21,45.0,14.0,0.0
3106,2020,3,25,22,45.0,16.0,0.0
3107,2020,3,25,23,45.0,13.0,0.0
3109,2020,3,26,0,45.0,13.0,0.0
3110,2020,3,26,1,45.0,10.0,0.0
3111,2020,3,26,2,45.0,8.0,0.0
3113,2020,3,26,3,44.0,7.0,0.0
3114,2020,3,26,4,45.0,9.0,0.0
3115,2020,3,26,5,45.0,6.0,0.0
3117,2020,3,26,6,46.0,6.0,0.0
3120,2020,3,26,7,46.0,0.0,0.0
3121,2020,3,26,8,47.0,6.0,0.0
3124,2020,3,26,9,44.0,7.0,0.0
3126,2020,3,26,10,43.0,10.0,0.0
3128,2020,3,26,11,42.0,11.0,0.0
3129,2020,3,26,12,42.0,16.0,0.0
3131,2020,3,26,13,41.0,11.0,0.0
3132,2020,3,26,14,40.0,8.0,0.0
3134,2020,3,26,15,40.0,9.0,0.0
3136,2020,3,26,16,39.0,10.0,0.0
3137,2020,3,26,17,39.0,10.0,0.0
3139,2020,3,26,18,38.0,13.0,0.0
3140,2020,3,26,19,38.0,14.0,0.0
3141,2020,3,26,20,38.0,10.0,0.0
3143,2020,3,26,21,38.0,11.0,0.0
3144,2020,3,26,22,38.0,8.0,0.0
3146,2020,3,26,23,38.0,14.0,0.0
3149,2020,3,27,0,37.0,11.0,0.0
3151,2020,3,27,1,38.0,8.0,0.0
3153,2020,3,27,2,38.0,7.0,0.0
3156,2020,3,27,3,38.0,9.0,0.0
3157,2020,3,27,4,38.0,6.0,0.0
3158,2020,3,27,5,38.0,10.0,0.0
3160,2020,3,27,6,39.0,9.0,0.0
3161,2020,3,27,7,40.0,13.0,0.0
3165,2020,3,27,8,41.0,9.0,0.0
3168,2020,3,27,9,44.0,11.0,0.0
3171,2020,3,27,10,45.0,9.0,0.0
3172,2020,3,27,11,46.0,11.0,0.0
3173,2020,3,27,12,47.0,11.0,0.0
3175,2020,3,27,13,46.0,13.0,0.0
3178,2020,3,27,14,46.0,10.0,0.02
3180,2020,3,27,15,46.0,13.0,0.01
3181,2020,3,27,16,46.0,8.0,0.01
3182,2020,3,27,17,48.0,11.0,0.01
3185,2020,3,27,18,48.0,11.0,0.02
3188,2020,3,27,19,47.0,10.0,0.0
3191,2020,3,27,20,46.0,9.0,0.0
3193,2020,3,27,21,46.0,7.0,0.0
3195,2020,3,27,22,46.0,14.0,0.0
3196,2020,3,27,23,46.0,7.0,0.01
3199,2020,3,28,0,46.0,8.0,0.06
3203,2020,3,28,1,46.0,13.0,0.23
3206,2020,3,28,2,48.0,8.0,0.07
3208,2020,3,28,3,49.0,3.0,0.02
3211,2020,3,28,4,49.0,10.0,0.0
3214,2020,3,28,5,47.0,5.0,0.13
3218,2020,3,28,6,46.0,10.0,0.07
3222,2020,3,28,7,46.0,6.0,0.03
3223,2020,3,28,8,46.0,8.0,0.02
3227,2020,3,28,9,47.0,0.0,0.0
3228,2020,3,28,10,50.0,5.0,0.0
3230,2020,3,28,11,52.0,0.0,0.0
3231,2020,3,28,12,54.0,6.0,0.0
3232,2020,3,28,13,57.0,9.0,0.0
3233,2020,3,28,14,56.0,8.0,0.0
3235,2020,3,28,15,50.0,8.0,0.02
3237,2020,3,28,16,51.0,11.0,0.01
3238,2020,3,28,17,49.0,8.0,0.03
3239,2020,3,28,18,50.0,7.0,0.0
3241,2020,3,28,19,53.0,9.0,0.0
3242,2020,3,28,20,61.0,8.0,0.0
3245,2020,3,28,21,64.0,16.0,0.0
3248,2020,3,28,22,55.0,21.0,0.03
3249,2020,3,28,23,46.0,15.0,0.0
3251,2020,3,29,0,50.0,10.0,0.0
3252,2020,3,29,1,44.0,11.0,0.0
3253,2020,3,29,2,44.0,14.0,0.0
3255,2020,3,29,3,43.0,11.0,0.0
3256,2020,3,29,4,43.0,20.0,0.0
3257,2020,3,29,5,41.0,24.0,0.0
3259,2020,3,29,6,42.0,26.0,0.0
3260,2020,3,29,7,40.0,24.0,0.0
3261,2020,3,29,8,40.0,29.0,0.01
3263,2020,3,29,9,39.0,26.0,0.0
3264,2020,3,29,10,40.0,23.0,0.0
3265,2020,3,29,11,38.0,32.0,0.0
3266,2020,3,29,12,38.0,24.0,0.0
3267,2020,3,29,13,37.0,24.0,0.0
3268,2020,3,29,14,36.0,28.0,0.0
3270,2020,3,29,15,36.0,22.0,0.0
3271,2020,3,29,16,36.0,31.0,0.0
3272,2020,3,29,17,36.0,26.0,0.0
3273,2020,3,29,18,37.0,20.0,0.0
3274,2020,3,29,19,38.0,26.0,0.0
3275,2020,3,29,20,37.0,16.0,0.0
3278,2020,3,29,21,38.0,14.0,0.0
3281,2020,3,29,22,36.0,14.0,0.0
3282,2020,3,29,23,36.0,17.0,0.0
3284,2020,3,30,0,35.0,17.0,0.0
3285,2020,3,30,1,35.0,17.0,0.0
3286,2020,3,30,2,34.0,13.0,0.0
3288,2020,3,30,3,33.0,18.0,0.0
3290,2020,3,30,4,33.0,13.0,0.0
3292,2020,3,30,5,33.0,14.0,0.0
3293,2020,3,30,6,33.0,15.0,0.0
3295,2020,3,30,7,34.0,17.0,0.0
3296,2020,3,30,8,34.0,17.0,0.0
3299,2020,3,30,9,34.0,16.0,0.0
3300,2020,3,30,10,34.0,14.0,0.0
3301,2020,3,30,11,32.0,13.0,0.0
3302,2020,3,30,12,33.0,17.0,0.0
3303,2020,3,30,13,33.0,13.0,0.0
3304,2020,3,30,14,34.0,10.0,0.0
3306,2020,3,30,15,33.0,9.0,0.0
3307,2020,3,30,16,32.0,9.0,0.0
3308,2020,3,30,17,33.0,10.0,0.0
3309,2020,3,30,18,33.0,6.0,0.0
3310,2020,3,30,19,32.0,9.0,0.0
3311,2020,3,30,20,31.0,7.0,0.0
3313,2020,3,30,21,31.0,10.0,0.0
3314,2020,3,30,22,32.0,10.0,0.0
3315,2020,3,30,23,34.0,14.0,0.0
3317,2020,3,31,0,33.0,10.0,0.0
3318,2020,3,31,1,32.0,11.0,0.0
3319,2020,3,31,2,31.0,10.0,0.0
3322,2020,3,31,3,32.0,13.0,0.0
3324,2020,3,31,4,32.0,15.0,0.0
3326,2020,3,31,5,32.0,9.0,0.0
3328,2020,3,31,6,35.0,8.0,0.0
3331,2020,3,31,7,35.0,10.0,0.0
3334,2020,3,31,8,36.0,11.0,0.0
3337,2020,3,31,9,36.0,11.0,0.0
3339,2020,3,31,10,35.0,11.0,0.0
3341,2020,3,31,11,34.0,11.0,0.0
3342,2020,3,31,12,34.0,13.0,0.0
3343,2020,3,31,13,35.0,13.0,0.0
3345,2020,3,31,14,36.0,15.0,0.0
3347,2020,3,31,15,35.0,13.0,0.0
3348,2020,3,31,16,35.0,13.0,0.0
3349,2020,3,31,17,35.0,11.0,0.0
3350,2020,3,31,18,34.0,14.0,0.0
3351,2020,3,31,19,35.0,11.0,0.0
3352,2020,3,31,20,35.0,10.0,0.0
3354,2020,3,31,21,35.0,14.0,0.0
3355,2020,3,31,22,35.0,8.0,0.0
3356,2020,3,31,23,35.0,10.0,0.0
3359,2020,4,1,0,35.0,9.0,0.0
3361,2020,4,1,1,35.0,8.0,0.0
3363,2020,4,1,2,35.0,7.0,0.0
3365,2020,4,1,3,34.0,8.0,0.0
3366,2020,4,1,4,34.0,8.0,0.0
3367,2020,4,1,5,35.0,6.0,0.0
3368,2020,4,1,6,36.0,7.0,0.0
3370,2020,4,1,7,37.0,8.0,0.0
3371,2020,4,1,8,38.0,8.0,0.0
3373,2020,4,1,9,39.0,5.0,0.0
3376,2020,4,1,10,39.0,3.0,0.0
3377,2020,4,1,11,38.0,6.0,0.0
3378,2020,4,1,12,37.0,8.0,0.0
3379,2020,4,1,13,38.0,13.0,0.0
3380,2020,4,1,14,36.0,11.0,0.0
3382,2020,4,1,15,36.0,10.0,0.0
3383,2020,4,1,16,35.0,11.0,0.0
3384,2020,4,1,17,36.0,10.0,0.0
3385,2020,4,1,18,37.0,5.0,0.0
3386,2020,4,1,19,37.0,6.0,0.0
3387,2020,4,1,20,36.0,6.0,0.0
3389,2020,4,1,21,36.0,5.0,0.0
3390,2020,4,1,22,35.0,3.0,0.0
3391,2020,4,1,23,35.0,3.0,0.0
3393,2020,4,2,0,35.0,0.0,0.0
3395,2020,4,2,1,34.0,0.0,0.0
3396,2020,4,2,2,33.0,0.0,0.0
3398,2020,4,2,3,33.0,3.0,0.0
3399,2020,4,2,4,32.0,0.0,0.0
3400,2020,4,2,5,33.0,0.0,0.0
3401,2020,4,2,6,35.0,0.0,0.0
3402,2020,4,2,7,37.0,0.0,0.0
3403,2020,4,2,8,38.0,7.0,0.0
3405,2020,4,2,9,36.0,7.0,0.0
3406,2020,4,2,10,33.0,5.0,0.0
3408,2020,4,2,12,36.0,9.0,0.0
3409,2020,4,2,13,35.0,10.0,0.0
3410,2020,4,2,14,34.0,10.0,0.0
3412,2020,4,2,15,31.0,13.0,0.0
3413,2020,4,2,16,29.0,9.0,0.0
3414,2020,4,2,17,29.0,7.0,0.0
3415,2020,4,2,18,30.0,9.0,0.0
3416,2020,4,2,19,30.0,8.0,0.0
3417,2020,4,2,20,31.0,5.0,0.0
3419,2020,4,2,21,31.0,5.0,0.0
3420,2020,4,2,22,31.0,5.0,0.0
3421,2020,4,2,23,31.0,0.0,0.0
3423,2020,4,3,0,34.0,3.0,0.0
3424,2020,4,3,1,39.0,3.0,0.0
3425,2020,4,3,2,38.0,7.0,0.0
3427,2020,4,3,3,38.0,8.0,0.0
3428,2020,4,3,4,40.0,3.0,0.0
3429,2020,4,3,5,39.0,6.0,0.0
3430,2020,4,3,6,39.0,3.0,0.0
3431,2020,4,3,7,40.0,5.0,0.0
3432,2020,4,3,8,40.0,6.0,0.0
3434,2020,4,3,9,40.0,7.0,0.0
3435,2020,4,3,10,40.0,6.0,0.0
3436,2020,4,3,11,42.0,9.0,0.0
3437,2020,4,3,12,41.0,9.0,0.0
3438,2020,4,3,13,41.0,14.0,0.0
3439,2020,4,3,14,40.0,14.0,0.0
3441,2020,4,3,15,40.0,11.0,0.0
3442,2020,4,3,16,39.0,11.0,0.0
3443,2020,4,3,17,39.0,10.0,0.0
3444,2020,4,3,18,38.0,6.0,0.0
3445,2020,4,3,19,38.0,6.0,0.0
3446,2020,4,3,20,40.0,5.0,0.0
3448,2020,4,3,21,44.0,8.0,0.0
3449,2020,4,3,22,49.0,10.0,0.0
3450,2020,4,3,23,50.0,11.0,0.0
3452,2020,4,4,0,47.0,10.0,0.0
3453,2020,4,4,1,47.0,9.0,0.01
3455,2020,4,4,2,46.0,8.0,0.0
3458,2020,4,4,3,45.0,9.0,0.0
3459,2020,4,4,4,42.0,15.0,0.03
3462,2020,4,4,5,39.0,13.0,0.04
3464,2020,4,4,6,38.0,14.0,0.0
3465,2020,4,4,7,37.0,13.0,0.0
3467,2020,4,4,8,37.0,13.0,0.0
3470,2020,4,4,9,37.0,9.0,0.0
3472,2020,4,4,10,37.0,9.0,0.0
3473,2020,4,4,11,37.0,8.0,0.0
3475,2020,4,4,12,38.0,8.0,0.0
3476,2020,4,4,13,37.0,7.0,0.0
3477,2020,4,4,14,36.0,8.0,0.0
3479,2020,4,4,15,36.0,8.0,0.0
3480,2020,4,4,16,36.0,8.0,0.0
3482,2020,4,4,17,35.0,11.0,0.0
3483,2020,4,4,18,35.0,9.0,0.0
3484,2020,4,4,19,35.0,8.0,0.0
3485,2020,4,4,20,35.0,7.0,0.0
3487,2020,4,4,21,34.0,3.0,0.0
3488,2020,4,4,22,34.0,0.0,0.0
3489,2020,4,4,23,34.0,0.0,0.0
3491,2020,4,5,0,35.0,5.0,0.0
3492,2020,4,5,1,35.0,7.0,0.0
3493,2020,4,5,2,35.0,9.0,0.0
3495,2020,4,5,3,35.0,9.0,0.0
3496,2020,4,5,4,35.0,8.0,0.0
3498,2020,4,5,5,34.0,13.0,0.0
3499,2020,4,5,6,35.0,13.0,0.0
3500,2020,4,5,7,29.0,14.0,0.0
3501,2020,4,5,8,29.0,15.0,0.0
3503,2020,4,5,9,24.0,17.0,0.0
3504,2020,4,5,10,23.0,9.0,0.0
3505,2020,4,5,11,27.0,10.0,0.0
3506,2020,4,5,12,21.0,13.0,0.0
3507,2020,4,5,13,16.0,10.0,0.0
3508,2020,4,5,14,23.0,10.0,0.0
3510,2020,4,5,15,16.0,8.0,0.0
3511,2020,4,5,16,19.0,10.0,0.0
3512,2020,4,5,17,18.0,8.0,0.0
3513,2020,4,5,18,27.0,7.0,0.0
3514,2020,4,5,19,29.0,5.0,0.0
3515,2020,4,5,20,30.0,6.0,0.0
3517,2020,4,5,21,32.0,6.0,0.0
3518,2020,4,5,22,35.0,6.0,0.0
3519,2020,4,5,23,35.0,6.0,0.0
3521,2020,4,6,0,35.0,5.0,0.0
3522,2020,4,6,1,35.0,5.0,0.0
3523,2020,4,6,2,34.0,0.0,0.0
3525,2020,4,6,3,33.0,3.0,0.0
3526,2020,4,6,4,34.0,0.0,0.0
3527,2020,4,6,5,35.0,0.0,0.0
3528,2020,4,6,6,38.0,5.0,0.0
3529,2020,4,6,7,39.0,6.0,0.0
3530,2020,4,6,8,34.0,10.0,0.0
3532,2020,4,6,9,39.0,10.0,0.0
3533,2020,4,6,10,38.0,11.0,0.0
3534,2020,4,6,11,37.0,8.0,0.0
3535,2020,4,6,12,38.0,14.0,0.0
3536,2020,4,6,13,43.0,11.0,0.0
3537,2020,4,6,14,47.0,13.0,0.0
3538,2020,4,6,15,47.0,8.0,0.0
3539,2020,4,6,16,49.0,7.0,0.01
3540,2020,4,6,17,49.0,5.0,0.0
3541,2020,4,6,18,49.0,7.0,0.0
3542,2020,4,6,19,50.0,5.0,0.0
3543,2020,4,6,20,51.0,5.0,0.0
3545,2020,4,6,21,53.0,6.0,0.0
3547,2020,4,6,22,57.0,8.0,0.14
3550,2020,4,6,23,57.0,3.0,0.0
3552,2020,4,7,0,57.0,6.0,0.06
3553,2020,4,7,1,57.0,0.0,0.03
3554,2020,4,7,2,57.0,5.0,0.0
3556,2020,4,7,3,57.0,5.0,0.0
3557,2020,4,7,4,56.0,7.0,0.0
3558,2020,4,7,5,56.0,6.0,0.0
3559,2020,4,7,6,57.0,9.0,0.0
3560,2020,4,7,7,58.0,6.0,0.0
3561,2020,4,7,8,59.0,8.0,0.0
3563,2020,4,7,9,60.0,11.0,0.0
3564,2020,4,7,10,60.0,7.0,0.0
3565,2020,4,7,11,60.0,11.0,0.0
3566,2020,4,7,12,60.0,13.0,0.0
3567,2020,4,7,13,58.0,17.0,0.0
3568,2020,4,7,14,59.0,15.0,0.0
3570,2020,4,7,15,58.0,14.0,0.0
3571,2020,4,7,16,58.0,20.0,0.0
3572,2020,4,7,17,58.0,13.0,0.0
3573,2020,4,7,18,57.0,7.0,0.0
3579,2020,4,7,20,64.0,13.0,0.05
3583,2020,4,7,21,60.0,14.0,0.03
3585,2020,4,7,22,54.0,10.0,0.0
3586,2020,4,7,23,53.0,5.0,0.0
3588,2020,4,8,0,52.0,9.0,0.0
3590,2020,4,8,1,49.0,8.0,0.0
3592,2020,4,8,2,50.0,7.0,0.0
3595,2020,4,8,3,50.0,7.0,0.0
3597,2020,4,8,4,50.0,7.0,0.0
3598,2020,4,8,5,50.0,5.0,0.0
3600,2020,4,8,6,51.0,3.0,0.0
3602,2020,4,8,7,51.0,5.0,0.0
3604,2020,4,8,8,51.0,0.0,0.0
3607,2020,4,8,9,51.0,0.0,0.0
3608,2020,4,8,10,53.0,7.0,0.0
3609,2020,4,8,11,50.0,6.0,0.0
3610,2020,4,8,12,51.0,3.0,0.0
3611,2020,4,8,13,51.0,8.0,0.0
3612,2020,4,8,14,49.0,14.0,0.0
3614,2020,4,8,15,48.0,7.0,0.0
3618,2020,4,8,16,50.0,17.0,0.12
3619,2020,4,8,17,50.0,16.0,0.11
3620,2020,4,8,18,49.0,7.0,0.0
3621,2020,4,8,19,50.0,7.0,0.0
3622,2020,4,8,20,47.0,9.0,0.0
3624,2020,4,8,21,46.0,14.0,0.0
3625,2020,4,8,22,44.0,13.0,0.0
3626,2020,4,8,23,40.0,15.0,0.0
3628,2020,4,9,0,34.0,23.0,0.0
3629,2020,4,9,1,28.0,20.0,0.0
3630,2020,4,9,2,27.0,17.0,0.0
3632,2020,4,9,3,27.0,15.0,0.0
3633,2020,4,9,4,26.0,17.0,0.0
3634,2020,4,9,5,26.0,15.0,0.0
3635,2020,4,9,6,26.0,21.0,0.0
3636,2020,4,9,7,25.0,23.0,0.0
3637,2020,4,9,8,23.0,18.0,0.0
3639,2020,4,9,9,21.0,26.0,0.0
3640,2020,4,9,10,19.0,28.0,0.0
3641,2020,4,9,11,17.0,24.0,0.0
3642,2020,4,9,12,19.0,23.0,0.0
3643,2020,4,9,13,19.0,24.0,0.0
3644,2020,4,9,14,19.0,18.0,0.0
3646,2020,4,9,15,28.0,18.0,0.0
3647,2020,4,9,16,27.0,11.0,0.0
3648,2020,4,9,17,24.0,20.0,0.0
3649,2020,4,9,18,24.0,10.0,0.0
3650,2020,4,9,19,25.0,13.0,0.0
3651,2020,4,9,20,23.0,15.0,0.0
3653,2020,4,9,21,25.0,15.0,0.0
3654,2020,4,9,22,25.0,11.0,0.0
3655,2020,4,9,23,26.0,13.0,0.0
3657,2020,4,10,0,25.0,13.0,0.0
3658,2020,4,10,1,23.0,14.0,0.0
3659,2020,4,10,2,22.0,10.0,0.0
3661,2020,4,10,3,21.0,13.0,0.0
3662,2020,4,10,4,21.0,10.0,0.0
3663,2020,4,10,5,21.0,10.0,0.0
3664,2020,4,10,6,21.0,13.0,0.0
3665,2020,4,10,7,22.0,17.0,0.0
3666,2020,4,10,8,21.0,14.0,0.0
3668,2020,4,10,9,21.0,13.0,0.0
3669,2020,4,10,10,21.0,7.0,0.0
3670,2020,4,10,11,23.0,11.0,0.0
3671,2020,4,10,12,23.0,15.0,0.0
3672,2020,4,10,13,23.0,15.0,0.0
3673,2020,4,10,14,25.0,11.0,0.0
3675,2020,4,10,15,25.0,8.0,0.0
3676,2020,4,10,16,24.0,7.0,0.0
3677,2020,4,10,17,26.0,9.0,0.0
3678,2020,4,10,18,27.0,6.0,0.0
3679,2020,4,10,19,28.0,6.0,0.0
3680,2020,4,10,20,28.0,5.0,0.0
3682,2020,4,10,21,28.0,3.0,0.0
3683,2020,4,10,22,29.0,0.0,0.0
3684,2020,4,10,23,30.0,5.0,0.0
3686,2020,4,11,0,30.0,5.0,0.0
3687,2020,4,11,1,30.0,5.0,0.0
3688,2020,4,11,2,28.0,8.0,0.0
3690,2020,4,11,3,28.0,3.0,0.0
3691,2020,4,11,4,29.0,0.0,0.0
3692,2020,4,11,5,29.0,0.0,0.0
3693,2020,4,11,6,30.0,7.0,0.0
3694,2020,4,11,7,30.0,8.0,0.0
3695,2020,4,11,8,29.0,10.0,0.0
3697,2020,4,11,9,26.0,11.0,0.0
3698,2020,4,11,10,24.0,13.0,0.0
3699,2020,4,11,11,26.0,15.0,0.0
3700,2020,4,11,12,29.0,10.0,0.0
3701,2020,4,11,13,30.0,9.0,0.0
3702,2020,4,11,14,29.0,13.0,0.0
3704,2020,4,11,15,30.0,15.0,0.0
3705,2020,4,11,16,34.0,13.0,0.0
3706,2020,4,11,17,31.0,15.0,0.0
3707,2020,4,11,18,31.0,14.0,0.0
3708,2020,4,11,19,44.0,15.0,0.04
3709,2020,4,11,20,47.0,3.0,0.02
3711,2020,4,11,21,47.0,15.0,0.08
